# x (EAST), 			y (NORTH), 			z (UP)
-2.689109639786561701e+00,4.533718418352128410e+00,0.000000000000000000e+00
3.924507244409489726e+00,-4.265634116859892799e+00,0.000000000000000000e+00
-6.117383528340214482e-01,2.301249265486344342e+00,0.000000000000000000e+00
3.095229747838563306e+00,3.737562401801282075e+00,0.000000000000000000e+00
-3.573361063254921088e+00,2.711491029421346344e+00,0.000000000000000000e+00
-3.592902375511474178e-01,-5.515599634244241489e-01,0.000000000000000000e+00
5.220085280962478702e-01,-3.939818486347765880e+00,0.000000000000000000e+00
-1.584689244460789848e+00,3.884334467537259528e+00,0.000000000000000000e+00
1.277057501001647610e+00,-1.280779828047947655e+00,0.000000000000000000e+00
4.915238289503857771e+00,-2.785982505169734225e+00,0.000000000000000000e+00
7.131252290413565842e-02,-6.858604266160368834e-02,0.000000000000000000e+00
2.873453398165457973e+00,-2.915018504971330637e-01,0.000000000000000000e+00
2.173696909167184277e+00,6.855957945013823052e-01,0.000000000000000000e+00
4.410798393614300039e+00,-3.661779395474329402e+00,0.000000000000000000e+00
2.318863561215360747e+00,5.376653738564530549e+00,0.000000000000000000e+00
4.778849284253170460e+00,-2.449022164859724349e+00,0.000000000000000000e+00
-2.847039700118828356e-02,-3.730690459250928653e-02,0.000000000000000000e+00
8.769210716012111329e-01,-6.385640971519594977e-01,0.000000000000000000e+00
-2.332412445696924852e+00,-3.560893516236756651e-01,0.000000000000000000e+00
1.254226871131693954e-01,-4.749159000709788359e+00,0.000000000000000000e+00
2.346774120964655985e+00,5.498707463588912159e-01,0.000000000000000000e+00
8.886842023153868064e-01,1.041616051903530682e+00,0.000000000000000000e+00
2.614392724737981677e+00,2.059207500773774513e-01,0.000000000000000000e+00
1.041033407214666751e+00,-3.802741282314100468e-01,0.000000000000000000e+00
-3.252720610429228554e+00,-7.830724959122312701e-01,0.000000000000000000e+00
-2.795363925842498709e+00,2.045620393761573563e+00,0.000000000000000000e+00
2.025033816361845762e+00,5.847661023753926157e-01,0.000000000000000000e+00
2.204517386826423841e+00,-7.549895111531639280e-01,0.000000000000000000e+00
4.881873520166627456e-01,7.648594928757358469e-01,0.000000000000000000e+00
8.514845720937272988e-01,-5.106659719798749997e+00,0.000000000000000000e+00
-5.264055595923083253e+00,1.787398400106492202e+00,0.000000000000000000e+00
4.773907233677862072e-01,1.813489389648117456e+00,0.000000000000000000e+00
-5.237918756819781585e+00,4.907926481983345135e-01,0.000000000000000000e+00
2.717443825433511595e+00,5.171750856702281851e+00,0.000000000000000000e+00
-2.853113389194981586e+00,-1.180262892246024320e+00,0.000000000000000000e+00
-8.056266637464070124e-01,-1.281648977654879618e+00,0.000000000000000000e+00
4.600314827319549771e+00,3.336792303107574131e+00,0.000000000000000000e+00
-1.281804364883539493e-01,-1.514400326811000896e+00,0.000000000000000000e+00
-3.318300733589111040e+00,-4.588243701902873006e+00,0.000000000000000000e+00
3.838766969682960273e+00,1.156382297358863331e+00,0.000000000000000000e+00
3.933887678736795734e-02,6.709235071655298421e-01,0.000000000000000000e+00
-1.913798504147945279e+00,-1.334994098013202013e+00,0.000000000000000000e+00
-1.509320546729499446e+00,-3.772258307799572385e+00,0.000000000000000000e+00
8.652257280647525084e-01,-1.278158100241343131e+00,0.000000000000000000e+00
-4.954646321234371875e+00,2.018878339205544048e+00,0.000000000000000000e+00
-6.663329227013446987e-01,-7.455777365745648311e-01,0.000000000000000000e+00
-2.263592508802430570e-01,9.894997616536601592e-01,0.000000000000000000e+00
2.542412790099573883e+00,2.379129375563561855e+00,0.000000000000000000e+00
-2.978919173682112120e+00,4.254816801356702261e-01,0.000000000000000000e+00
1.051693139359478613e+00,5.083368020730364201e+00,0.000000000000000000e+00
1.478916061976938978e-01,-6.550228081723814544e-01,0.000000000000000000e+00
-3.477602258057819196e-01,9.735997868593223581e-01,0.000000000000000000e+00
-1.264188684024217801e+00,-9.049817723194014674e-01,0.000000000000000000e+00
-2.546712291774836934e-01,2.480768923948406812e-01,0.000000000000000000e+00
1.538333723178799683e-01,-4.201400996708823388e-01,0.000000000000000000e+00
9.708263981328876246e-01,-3.930975951114687117e+00,0.000000000000000000e+00
1.123652108371019365e+00,-6.082683033797082750e-01,0.000000000000000000e+00
-2.192811260563262366e+00,4.433125741725786995e+00,0.000000000000000000e+00
5.110995463790464655e+00,-1.214611362299200081e+00,0.000000000000000000e+00
-2.458997292460488815e+00,-3.167934323703315957e+00,0.000000000000000000e+00
4.738749269412727116e+00,-1.039408182826924154e+00,0.000000000000000000e+00
-2.927723543044544741e+00,-4.508537955477740056e+00,0.000000000000000000e+00
-7.742843450198707567e-01,1.824337361796151136e+00,0.000000000000000000e+00
-2.704779483510223681e+00,-2.236424779741679636e+00,0.000000000000000000e+00
-2.569338975971976247e+00,-1.372512271523227190e+00,0.000000000000000000e+00
-3.284081380633385727e+00,-1.297867428659019495e+00,0.000000000000000000e+00
-2.321287449949903881e+00,-4.296161503676917626e+00,0.000000000000000000e+00
-4.257086565348850549e+00,2.676324550980464512e+00,0.000000000000000000e+00
-2.315386886916698916e+00,5.352319343441876986e-01,0.000000000000000000e+00
-4.441436756968070831e+00,3.242308955016855343e+00,0.000000000000000000e+00
2.216580780397138462e+00,2.084269517532342242e+00,0.000000000000000000e+00
9.584082135893216003e-01,2.332347686315746405e+00,0.000000000000000000e+00
-1.995419442010658573e+00,2.133051963560199216e+00,0.000000000000000000e+00
-4.895799601929960332e+00,2.737744702380814132e+00,0.000000000000000000e+00
2.737718250535554176e+00,3.734402670598425011e+00,0.000000000000000000e+00
-1.583810679467146931e+00,-2.860267553718109479e+00,0.000000000000000000e+00
5.408774866447999763e+00,6.929614779127890589e-01,0.000000000000000000e+00
5.648617478185425256e+00,1.104398199617018461e+00,0.000000000000000000e+00
-1.288768440562664264e+00,2.425669072636156276e-01,0.000000000000000000e+00
2.454931192317296951e+00,8.783760851635144529e-02,0.000000000000000000e+00
-2.230807554515716051e-01,-5.833903920929404269e-02,0.000000000000000000e+00
-3.362366782193251691e+00,1.795857884908109936e+00,0.000000000000000000e+00
-1.387949254660497012e+00,2.014007061444807734e-01,0.000000000000000000e+00
-3.227326949839307346e+00,1.401349553264187753e+00,0.000000000000000000e+00
-5.580193293670649979e-01,1.633168299857207684e+00,0.000000000000000000e+00
2.006048878438628780e+00,-2.272724725691324110e+00,0.000000000000000000e+00
1.914036042426966233e+00,5.787948931552641119e-01,0.000000000000000000e+00
-3.758280251101443703e+00,-3.374959256982622002e-01,0.000000000000000000e+00
-1.856992984805856839e+00,-2.856687132846273514e+00,0.000000000000000000e+00
8.607533588788290890e-01,2.843840053305457527e-01,0.000000000000000000e+00
-3.629464524147197668e+00,-1.588884437352496182e+00,0.000000000000000000e+00
3.431800264634863873e-01,1.100589937926413020e+00,0.000000000000000000e+00
7.428924764106010770e-01,-2.929328182958220061e+00,0.000000000000000000e+00
-3.444835737069249504e-01,1.784543192462357375e+00,0.000000000000000000e+00
7.885257549043407366e-01,-1.539724697457248270e+00,0.000000000000000000e+00
-3.654790669945500614e+00,-2.044458067479902663e+00,0.000000000000000000e+00
-3.558408972725940256e+00,2.414628915229970474e+00,0.000000000000000000e+00
8.789516639971799439e-01,-2.438180077288457426e+00,0.000000000000000000e+00
3.254018052766141533e+00,-1.868507817077848854e+00,0.000000000000000000e+00
1.818712213273288372e-02,-1.419539913664579767e-01,0.000000000000000000e+00
3.064543117576937981e+00,5.157676912768918598e+00,0.000000000000000000e+00
-2.340508120191125307e+00,4.192239281713763255e+00,0.000000000000000000e+00
-3.452374185752937752e-01,-1.466056780260756587e-01,0.000000000000000000e+00
-2.884093949605089247e+00,4.724742328937928448e+00,0.000000000000000000e+00
1.428556175762450531e+00,2.538288787999948060e+00,0.000000000000000000e+00
-1.248121531392129668e+00,-4.697006999225720847e+00,0.000000000000000000e+00
-7.301845391231682747e-01,5.198679366439719063e-01,0.000000000000000000e+00
-3.941465393667177297e-01,9.915345406985555110e-01,0.000000000000000000e+00
7.957114953762262077e-01,3.151956440841670593e-01,0.000000000000000000e+00
-1.970799999561710036e+00,-4.898327338362071792e-01,0.000000000000000000e+00
-2.107106895490246323e+00,-1.998280350376204773e+00,0.000000000000000000e+00
-3.409237315120611456e+00,-6.692890065831579305e-01,0.000000000000000000e+00
-3.507851941530732098e+00,-3.471261209551410154e+00,0.000000000000000000e+00
-2.541126853016509202e+00,1.925286995674216683e+00,0.000000000000000000e+00
-2.712932064969185486e+00,2.011476196340509670e+00,0.000000000000000000e+00
-1.447122957848212543e+00,3.023553517031280613e+00,0.000000000000000000e+00
5.543623205987191493e-01,-1.313681321911884137e+00,0.000000000000000000e+00
-1.640649705007589887e+00,-2.517628098602078257e+00,0.000000000000000000e+00
-1.488601493417150312e+00,9.544077007305794280e-02,0.000000000000000000e+00
-9.816483938403253173e-01,5.844151213453616656e-01,0.000000000000000000e+00
1.480846932543742334e+00,-7.597507741378589641e-01,0.000000000000000000e+00
2.381970985843519795e-01,-1.762052913681151800e+00,0.000000000000000000e+00
1.667328051381998355e+00,-5.556041709389741179e+00,0.000000000000000000e+00
-5.707435238721824788e+00,1.844580637736475737e+00,0.000000000000000000e+00
-1.579625808467538306e+00,-3.773537774009664503e+00,0.000000000000000000e+00
1.245463720270230112e+00,-1.893152496391148354e+00,0.000000000000000000e+00
3.226183825939775929e+00,3.254072824294680366e+00,0.000000000000000000e+00
-3.454838645549730969e-01,-4.360796021459006688e+00,0.000000000000000000e+00
-1.175254604565767025e+00,2.460262154446470895e+00,0.000000000000000000e+00
3.569975520206671415e+00,4.185378441734137311e+00,0.000000000000000000e+00
1.009841314750471897e+00,2.006803399730280046e-01,0.000000000000000000e+00
2.742155377706841701e+00,-1.737048374969297981e+00,0.000000000000000000e+00
1.792748617815801637e+00,-2.226312318115058808e+00,0.000000000000000000e+00
4.806683842647132110e+00,-1.251294718937905559e+00,0.000000000000000000e+00
-3.624140478071736116e+00,-2.413689663038316002e+00,0.000000000000000000e+00
4.353370816974483359e-01,5.782585416504358200e+00,0.000000000000000000e+00
-1.365972353282634222e+00,-1.621385812668344251e+00,0.000000000000000000e+00
-2.108440979252072633e+00,-1.685702191361634350e+00,0.000000000000000000e+00
1.039671406541563953e-01,-1.281360501189446888e+00,0.000000000000000000e+00
5.503299279476823180e-01,1.197222542204344098e+00,0.000000000000000000e+00
4.043036930773569182e+00,-2.289328736194747194e+00,0.000000000000000000e+00
-1.371310781889391039e+00,-5.690622924257693338e-01,0.000000000000000000e+00
-2.917212652892435365e+00,1.268153757110126678e+00,0.000000000000000000e+00
1.642645634852962999e+00,-3.998416638153930780e+00,0.000000000000000000e+00
-5.564446178563003720e+00,8.044944328727030580e-01,0.000000000000000000e+00
-1.505647742201764228e+00,8.445962801481339266e-01,0.000000000000000000e+00
-1.598814062916098733e+00,-2.429639873019767027e+00,0.000000000000000000e+00
-4.465684289451671285e-01,5.130721091996796268e+00,0.000000000000000000e+00
-3.621057959814706795e+00,-2.041188458601846722e+00,0.000000000000000000e+00
-4.546974190469378896e-01,-1.207415756947350927e+00,0.000000000000000000e+00
3.764493059131746477e+00,3.040846971720888359e+00,0.000000000000000000e+00
1.737707505161324884e+00,-2.170397977870396067e-01,0.000000000000000000e+00
-2.700883037271079035e-02,-3.941007835210954102e+00,0.000000000000000000e+00
1.672159884894821147e+00,-3.280419246041889725e+00,0.000000000000000000e+00
3.090026609215373643e+00,1.831782560262246520e-02,0.000000000000000000e+00
-2.495616267945512501e+00,6.062581389375369945e-01,0.000000000000000000e+00
-5.465368960647013274e+00,1.361610622965274686e+00,0.000000000000000000e+00
4.178719400774999038e+00,3.016509397812412896e+00,0.000000000000000000e+00
-9.495135568490988831e-01,-1.967357050916888894e-01,0.000000000000000000e+00
-2.700618313690430483e+00,-2.949021225269848223e+00,0.000000000000000000e+00
-4.940778036056156175e+00,-1.406677119126938935e-01,0.000000000000000000e+00
-2.747503952542885930e+00,1.093031507187302243e+00,0.000000000000000000e+00
2.290561358339738174e+00,1.570648670675188319e+00,0.000000000000000000e+00
-2.353021933681220812e+00,9.477243136510749011e-01,0.000000000000000000e+00
3.406407953329529725e+00,8.065071312429337169e-01,0.000000000000000000e+00
-1.650627056674149662e+00,-1.667441517828005537e+00,0.000000000000000000e+00
1.297888262767882050e+00,1.609142190435495001e+00,0.000000000000000000e+00
-4.706574749748519970e+00,4.055447860936240989e-01,0.000000000000000000e+00
3.930338979621450068e+00,1.901481569275342176e+00,0.000000000000000000e+00
3.583970481670171737e-01,-2.797034346014568129e+00,0.000000000000000000e+00
-3.210424310866264008e+00,-5.221336125302816766e-01,0.000000000000000000e+00
-5.195250084609219499e-02,-8.139171408586141077e-01,0.000000000000000000e+00
1.641664553865104445e-02,-6.146423341108649130e-02,0.000000000000000000e+00
5.210174638940709979e-01,-1.161135001401763844e+00,0.000000000000000000e+00
4.238599615893681616e+00,-2.910830583170313179e+00,0.000000000000000000e+00
3.906793880238426997e+00,3.236598986205620143e+00,0.000000000000000000e+00
-5.534190391168527512e+00,-1.598344981152323596e+00,0.000000000000000000e+00
-2.356877914118435058e+00,-5.113837350419957239e+00,0.000000000000000000e+00
-3.115760895496628269e+00,2.211164327814235886e+00,0.000000000000000000e+00
-3.021216271140225285e+00,-1.258037498002658738e-01,0.000000000000000000e+00
-2.362482952345978660e-01,-4.091687458198530192e-01,0.000000000000000000e+00
-1.396883935129290988e+00,2.395242333293183534e-01,0.000000000000000000e+00
-1.617397132698679130e+00,4.002407019975643188e+00,0.000000000000000000e+00
2.829229427177661349e-01,8.119887641574081993e-02,0.000000000000000000e+00
-1.252599388239562295e+00,1.403909054209938612e+00,0.000000000000000000e+00
4.208922524166752943e+00,3.199302121919317177e+00,0.000000000000000000e+00
2.065434802567346129e+00,4.846862504486399992e+00,0.000000000000000000e+00
4.011261482255715549e+00,-5.978537772116291338e-01,0.000000000000000000e+00
3.497094633086328397e-01,-1.549828793084943257e+00,0.000000000000000000e+00
1.320449481135016701e+00,-1.657804901414132948e+00,0.000000000000000000e+00
-5.767266632068545062e-01,-3.610889755686543245e-01,0.000000000000000000e+00
1.698384137275766315e-01,2.035835800277130681e-01,0.000000000000000000e+00
1.808472714066445552e-01,-1.624101745905109251e+00,0.000000000000000000e+00
-3.228236406379045992e-02,2.856118052336892088e+00,0.000000000000000000e+00
6.537868907319305256e-01,1.348439020848423375e+00,0.000000000000000000e+00
2.355544275078663485e+00,2.549597968402797399e+00,0.000000000000000000e+00
-2.556538463488577051e+00,4.621191420370181824e+00,0.000000000000000000e+00
-3.977925126834442326e-01,-1.515506418649745113e+00,0.000000000000000000e+00
2.702102079695575032e+00,-3.420367043618922409e+00,0.000000000000000000e+00
1.891375459037476503e+00,6.792085397075159348e-01,0.000000000000000000e+00
-6.753148126908105064e-01,-6.656988864573277764e-01,0.000000000000000000e+00
-4.212607674831272853e+00,3.007171489027997247e+00,0.000000000000000000e+00
-2.152787598592308393e-01,1.864757892041389864e-01,0.000000000000000000e+00
-1.785843542102983905e-01,-4.695785744183652577e-01,0.000000000000000000e+00
1.956801426746858308e+00,-2.237265911221308023e+00,0.000000000000000000e+00
-5.136018378505744941e+00,2.702477442882686542e+00,0.000000000000000000e+00
4.775219859420130497e+00,-2.817229064673451688e+00,0.000000000000000000e+00
3.831826418428622816e+00,-5.651037964276426351e-01,0.000000000000000000e+00
5.702500996321491211e-02,2.058262465018295018e+00,0.000000000000000000e+00
-3.831841450887340628e+00,3.989857069758156793e+00,0.000000000000000000e+00
9.253082748496432863e-02,1.501803767551418867e+00,0.000000000000000000e+00
-6.580022928969099238e-01,-1.228991746309038513e+00,0.000000000000000000e+00
1.761955227689927295e+00,-3.632667243410955926e+00,0.000000000000000000e+00
-1.076972645754670221e+00,2.445226284159174035e-01,0.000000000000000000e+00
-1.065165648985918256e+00,-3.866479510097795114e+00,0.000000000000000000e+00
-3.168693245080495657e+00,-3.403445409550160949e-01,0.000000000000000000e+00
1.000202549221042236e+00,-6.004904356121784081e-01,0.000000000000000000e+00
-4.391834657730063540e+00,3.626817072743264703e+00,0.000000000000000000e+00
-4.596955772569428778e-01,-3.115824065963169964e+00,0.000000000000000000e+00
1.334935172601729780e+00,1.564722736526199753e+00,0.000000000000000000e+00
-3.315365086932509975e+00,-4.292579140829375639e+00,0.000000000000000000e+00
-2.060020120378286190e+00,-2.613219237930753280e+00,0.000000000000000000e+00
2.659104555376516021e+00,3.434293838278233757e+00,0.000000000000000000e+00
-3.590100940079785086e-01,-4.297358857136863719e+00,0.000000000000000000e+00
-5.468733042320563786e-01,-4.172967362181871920e-01,0.000000000000000000e+00
-2.804819514280907811e+00,2.462369357563345851e+00,0.000000000000000000e+00
7.165603719955697670e-01,-1.372449161548074503e+00,0.000000000000000000e+00
2.471878995542557966e+00,3.180366548066898336e+00,0.000000000000000000e+00
2.272454115161926413e+00,-3.409235672318214672e+00,0.000000000000000000e+00
2.974899177048495602e+00,-5.073661529934049064e+00,0.000000000000000000e+00
8.572095565932088546e-01,7.390199825241833276e-01,0.000000000000000000e+00
5.547155202196062396e-01,2.768213333046591451e+00,0.000000000000000000e+00
2.895922306825877701e+00,1.617443576086740498e+00,0.000000000000000000e+00
2.198923061671710144e+00,-4.789361481219668981e+00,0.000000000000000000e+00
5.808925694960912489e-01,-1.587634065602944400e+00,0.000000000000000000e+00
-2.775193181531460329e+00,1.108726414366592694e+00,0.000000000000000000e+00
-2.842266168924368230e+00,-2.571101341743571744e+00,0.000000000000000000e+00
4.860404686208352754e-01,-9.365752447209593212e-01,0.000000000000000000e+00
-3.120904334861878571e+00,-2.451379603913586891e+00,0.000000000000000000e+00
-4.997325693328101837e-01,6.943904112413534779e-01,0.000000000000000000e+00
-4.348664544888639405e+00,-1.282984838406947548e+00,0.000000000000000000e+00
3.945553298529200337e+00,-3.114299170453867394e+00,0.000000000000000000e+00
-2.151756502809639482e+00,-3.500504245179738017e-01,0.000000000000000000e+00
-3.058037285472160693e+00,-2.480219686397522771e+00,0.000000000000000000e+00
9.334609320099086505e-01,9.022814851269854719e-01,0.000000000000000000e+00
3.233638741428166874e+00,-2.758333475102429322e+00,0.000000000000000000e+00
-1.357019675707508977e-02,1.418355666425691997e+00,0.000000000000000000e+00
1.069601693854623115e+00,-2.108068623141051479e+00,0.000000000000000000e+00
-9.599295037407717945e-01,-2.343643045493438493e+00,0.000000000000000000e+00
1.733474872895697905e+00,2.678880473268179241e-01,0.000000000000000000e+00
1.944495937700914334e+00,-2.545325562586838508e+00,0.000000000000000000e+00
-2.597507571867206266e+00,-4.452852941644465545e+00,0.000000000000000000e+00
-2.905541367816543152e-01,2.210301417963377091e+00,0.000000000000000000e+00
-2.628722761474594716e+00,1.889395441211537241e+00,0.000000000000000000e+00
-8.638591349387714224e-01,-2.641930416537516813e-01,0.000000000000000000e+00
-4.628290036745341673e+00,1.929088103993290781e+00,0.000000000000000000e+00
4.117512295384690546e+00,-3.023568926371053012e-01,0.000000000000000000e+00
-2.846298928908781001e+00,-2.441291777303211230e+00,0.000000000000000000e+00
-3.210647202338154926e-01,5.941499716791994068e+00,0.000000000000000000e+00
-1.945089931888501766e+00,1.707974833734456910e+00,0.000000000000000000e+00
-2.184607603516002250e+00,5.178595894469982808e-01,0.000000000000000000e+00
-1.860362638410026914e+00,-8.511091839921978153e-01,0.000000000000000000e+00
5.023222058035392568e-02,4.250177380600115434e-02,0.000000000000000000e+00
-9.457740532129065292e-01,-3.396565496001404671e+00,0.000000000000000000e+00
-7.013304759248112363e-01,-3.591014881038565032e-01,0.000000000000000000e+00
1.490089490492467528e+00,2.044598153816679975e+00,0.000000000000000000e+00
2.128992385041018842e+00,4.763338945551165438e-01,0.000000000000000000e+00
-3.250377100454393542e+00,-1.669991489276660523e+00,0.000000000000000000e+00
1.411703081656521697e+00,1.971926215615537714e+00,0.000000000000000000e+00
-2.085178769109143460e+00,9.203659156103300987e-01,0.000000000000000000e+00
2.530061402431764694e+00,1.276174438260103905e+00,0.000000000000000000e+00
-5.793156643842563014e+00,-1.225113423134218449e+00,0.000000000000000000e+00
3.845161236422190765e+00,-1.313002736485963995e+00,0.000000000000000000e+00
-1.362085698205787454e-01,-1.919423121483765093e-01,0.000000000000000000e+00
1.541293401685462916e+00,1.808995223148476827e-02,0.000000000000000000e+00
2.241081179644212884e-01,-3.109287099670111215e-02,0.000000000000000000e+00
5.271123617018247387e-01,-7.949318853306053256e-01,0.000000000000000000e+00
-4.528466330571614407e-01,-1.715137574906525186e+00,0.000000000000000000e+00
5.425101908145450125e+00,-1.137865246679530928e+00,0.000000000000000000e+00
3.152755108834210507e+00,-3.084815733785536640e+00,0.000000000000000000e+00
-1.431211997230656285e+00,-8.716029791962636164e-01,0.000000000000000000e+00
-2.515307490444311789e+00,2.063383450730024826e+00,0.000000000000000000e+00
4.855339839985682582e-02,1.451746924593719346e+00,0.000000000000000000e+00
-3.526588410902443904e+00,3.963166941686997458e+00,0.000000000000000000e+00
5.195883874617165388e-01,5.214371782946725986e+00,0.000000000000000000e+00
9.868939903595363994e-01,-6.506167402841558922e-02,0.000000000000000000e+00
-2.316981360569538406e+00,1.229833426936326690e+00,0.000000000000000000e+00
2.100278914694012844e+00,4.985214076453884147e+00,0.000000000000000000e+00
7.486057214766259627e-01,3.398701745250050532e+00,0.000000000000000000e+00
-3.069442703180759846e+00,3.780660943126927243e-01,0.000000000000000000e+00
2.411076698896793324e+00,-4.879786463801650598e+00,0.000000000000000000e+00
-1.018129535939044095e+00,-5.049093670844891690e+00,0.000000000000000000e+00
3.154755217185762350e-01,3.214496695494817757e+00,0.000000000000000000e+00
-3.079425238523854635e-01,-3.690844370249769302e+00,0.000000000000000000e+00
9.376737213681050065e-01,-1.076042962736350361e+00,0.000000000000000000e+00
5.670117667186476140e-01,1.845533272077835907e+00,0.000000000000000000e+00
2.371085662454804233e+00,6.798704315478923954e-01,0.000000000000000000e+00
2.981291686725666690e-01,-3.009347455246069725e+00,0.000000000000000000e+00
1.172013044470256032e-01,-2.991709216669077964e+00,0.000000000000000000e+00
-1.857043197232342291e-01,5.805942674786229496e+00,0.000000000000000000e+00
-3.915592544847824374e+00,-2.781267690935917969e+00,0.000000000000000000e+00
-4.261373515302311343e-01,-3.264331752403397235e+00,0.000000000000000000e+00
1.545671177337147872e-01,-4.347350344248203102e-01,0.000000000000000000e+00
1.734705073734708947e+00,5.249758139373311927e+00,0.000000000000000000e+00
7.467987028414556638e-01,3.798152274858810906e-01,0.000000000000000000e+00
4.107514746893133228e+00,2.231675190599275993e+00,0.000000000000000000e+00
1.588908374438541271e+00,-8.991094338061423885e-01,0.000000000000000000e+00
1.286224383626414225e+00,2.207607588130550358e+00,0.000000000000000000e+00
6.284046249582524446e-01,-4.967730380776944621e+00,0.000000000000000000e+00
4.711766197598149297e+00,7.284072019413881383e-02,0.000000000000000000e+00
-6.200908541982859123e-01,-7.077657522804148282e-01,0.000000000000000000e+00
5.233010632789026895e-01,-4.618570758288435309e-03,0.000000000000000000e+00
-2.195065130583181201e+00,4.822446052700846586e+00,0.000000000000000000e+00
-3.601579549887528042e+00,-1.665484838703040538e+00,0.000000000000000000e+00
5.739123549840773331e-01,1.709535034158414124e+00,0.000000000000000000e+00
-3.409237617741442405e-01,-1.288015917448935399e+00,0.000000000000000000e+00
-4.653572874290834438e-01,-6.536685817828516987e-01,0.000000000000000000e+00
5.631702351999835071e-02,2.358261841995709651e-03,0.000000000000000000e+00
3.294603179539828397e-01,4.612580441569257061e+00,0.000000000000000000e+00
1.058062377254567199e+00,-2.202801772486954857e+00,0.000000000000000000e+00
-1.781203018639734292e-01,-1.736849985806891095e+00,0.000000000000000000e+00
-5.209206339166096988e-01,-5.701340965351191947e+00,0.000000000000000000e+00
1.995833753998097926e+00,1.191987845125839662e+00,0.000000000000000000e+00
-3.744395226463566928e+00,3.248903360406798946e+00,0.000000000000000000e+00
-1.540119355231470477e+00,-2.235842954453193698e+00,0.000000000000000000e+00
3.064782641875952174e-01,3.734259205328566145e-01,0.000000000000000000e+00
2.199254653593375686e+00,-1.827810493172525863e+00,0.000000000000000000e+00
-2.704767514878663626e+00,-2.931678459367676126e+00,0.000000000000000000e+00
-5.008037625564091405e-02,-1.566843278793793315e-01,0.000000000000000000e+00
3.792494693621007995e-01,-1.766116349913635086e-01,0.000000000000000000e+00
2.317501869299442685e+00,-2.992649574753599051e+00,0.000000000000000000e+00
-3.207017068598162268e+00,-1.091024831277244367e+00,0.000000000000000000e+00
2.417009512095781076e+00,-7.947142731719659958e-02,0.000000000000000000e+00
4.121225408534358259e+00,1.029743977233048113e+00,0.000000000000000000e+00
1.870369881034818604e+00,-2.513141018137425853e+00,0.000000000000000000e+00
